ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
USA,United States,US-HI,Hawaii,RES,304145.0,178748611794.0,89373593182.0,143878135154.0,34870472606.0,1312272.0,70184468.0,268122204975.0,12440011.0,482628.0,231.0,2547.0
USA,United States,US-ID,Idaho,RES,691233.0,260404562372.0,130201354572.0,202061740032.0,58342815173.0,1851806.0,136215703.0,390605916944.0,17646483.0,746261.0,197.0,1912.0
USA,United States,US-ID,Idaho,IND,12014.0,20826016275.0,29134692825.0,17556331626.0,3269684665.0,11630.0,11679939.0,49960709100.0,4316778.0,0.0,972.0,1783.0
USA,United States,US-ID,Idaho,COM,59343.0,76107081556.0,75990112956.0,60211332677.0,15895749473.0,9105.0,36340578.0,152097194513.0,14562885.0,0.0,612.0,2094.0
USA,United States,US-IL,Illinois,COM,274784.0,470490061962.0,459220199107.0,364329852232.0,106160215277.0,29596.0,196483886.0,929710261068.0,79526716.0,0.0,715.0,2395.0
USA,United States,US-IL,Illinois,IND,69180.0,231658675942.0,340451326112.0,195288262599.0,36370413358.0,38270.0,119332416.0,572110002054.0,49391623.0,0.0,1725.0,1941.0
USA,United States,US-IL,Illinois,RES,3952455.0,2032608116019.0,1016298698831.0,1595474531669.0,437133530535.0,12588925.0,785023549.0,3048906814850.0,169534203.0,4958404.0,199.0,2589.0
USA,United States,US-IN,Indiana,IND,45664.0,171148407811.0,251755517183.0,144278106912.0,26870300918.0,44023.0,100119338.0,422903924994.0,39814598.0,0.0,2193.0,1709.0
USA,United States,US-IN,Indiana,RES,2572718.0,979501982125.0,489747571368.0,763172148281.0,216329806766.0,1229112.0,471330391.0,1469249553493.0,80789473.0,2740899.0,183.0,2078.0
USA,United States,US-IN,Indiana,COM,168058.0,266471082986.0,265620038546.0,209471852817.0,56999231656.0,26244.0,133721631.0,532091121532.0,53744215.0,0.0,796.0,1993.0
USA,United States,US-IA,Iowa,COM,119475.0,170078324457.0,169807347299.0,133814859951.0,36263465316.0,20939.0,84669736.0,339885671755.0,33226709.0,0.0,709.0,2009.0
USA,United States,US-IA,Iowa,IND,27988.0,62123071434.0,88922026027.0,52369748905.0,9753322543.0,29596.0,36538540.0,151045097461.0,14063084.0,0.0,1306.0,1700.0
USA,United States,US-IA,Iowa,RES,1510101.0,545445977529.0,272721189298.0,423418929210.0,122027033159.0,3213982.0,260812344.0,818167166827.0,35053703.0,1307860.0,173.0,2091.0
USA,United States,US-KS,Kansas,COM,96332.0,133271443682.0,133014884162.0,104656293611.0,28615149848.0,16206.0,68186343.0,266286327844.0,26358182.0,0.0,708.0,1955.0
USA,United States,US-KS,Kansas,IND,33281.0,70074964231.0,101371998469.0,59073194431.0,11001769743.0,30016.0,39716386.0,171446962700.0,14557987.0,0.0,1193.0,1764.0
USA,United States,US-KS,Kansas,RES,1172190.0,434373629045.0,217185175132.0,339627427909.0,94746190090.0,2978707.0,205825066.0,651558804176.0,24180855.0,1166787.0,176.0,2110.0
USA,United States,US-KY,Kentucky,COM,263944.0,359104106497.0,358249826818.0,281791264267.0,77312843746.0,41137.0,189539415.0,717353933315.0,75217196.0,0.0,718.0,1895.0
USA,United States,US-KY,Kentucky,IND,45212.0,108878156633.0,154251706190.0,91784285527.0,17093871152.0,61561.0,65562957.0,263129862823.0,24715559.0,0.0,1450.0,1661.0
USA,United States,US-KY,Kentucky,RES,3467584.0,1154869529964.0,577429771389.0,899903031034.0,254966468087.0,8912206.0,659246308.0,1732299301353.0,107062156.0,3675790.0,190.0,1752.0
USA,United States,US-LA,Louisiana,RES,1629736.0,639937529348.0,319966032551.0,499175352178.0,140762160425.0,4500645.0,387753606.0,959903561898.0,55219649.0,1816038.0,238.0,1650.0
USA,United States,US-LA,Louisiana,COM,142983.0,175786599315.0,173084167038.0,137307657860.0,38478942449.0,24202.0,95853957.0,348870766353.0,38483871.0,0.0,670.0,1834.0
USA,United States,US-LA,Louisiana,IND,25534.0,38503903162.0,52841540236.0,32458790192.0,6045113003.0,28051.0,24198359.0,91345443398.0,9379418.0,0.0,948.0,1591.0
USA,United States,US-ME,Maine,IND,9181.0,14861342307.0,20418463841.0,12528111493.0,2333230819.0,8355.0,8494200.0,35279806148.0,2980573.0,0.0,925.0,1750.0
USA,United States,US-ME,Maine,COM,43152.0,52723693885.0,52570073925.0,41413902300.0,11309791574.0,7649.0,26307147.0,105293767809.0,9765475.0,0.0,610.0,2004.0
USA,United States,US-ME,Maine,RES,538064.0,215145771254.0,107571921933.0,169080064906.0,46065700788.0,1374551.0,110510684.0,322717693187.0,13249689.0,604511.0,205.0,1947.0
USA,United States,US-MD,Maryland,IND,33694.0,53456853881.0,73882564609.0,45064127552.0,8392726344.0,33222.0,31523527.0,127339418489.0,11474265.0,0.0,936.0,1696.0
USA,United States,US-MD,Maryland,COM,136745.0,194030436015.0,193300517615.0,152948735722.0,41081700923.0,29218.0,95192154.0,387330953630.0,36875697.0,0.0,696.0,2038.0
USA,United States,US-MD,Maryland,RES,1925617.0,819272732144.0,409633820767.0,640855303406.0,178417406953.0,5883857.0,380420529.0,1228906552910.0,78843803.0,2352538.0,198.0,2154.0
USA,United States,US-MA,Massachusetts,RES,1819825.0,930352860352.0,465173088052.0,737499049028.0,192853787486.0,6367490.0,377311184.0,1395525948404.0,46672361.0,2788048.0,207.0,2466.0
USA,United States,US-MA,Massachusetts,COM,167960.0,251628433081.0,250463529761.0,197588519905.0,54039913462.0,37375.0,108115079.0,502091962842.0,41672663.0,0.0,644.0,2327.0
USA,United States,US-MA,Massachusetts,IND,38524.0,77830776400.0,108453059655.0,65611344129.0,12219432300.0,45755.0,37855245.0,186283836056.0,13823433.0,0.0,983.0,2056.0
USA,United States,US-MI,Michigan,COM,296453.0,435064174377.0,434222966738.0,343791177206.0,91272998900.0,52807.0,209452341.0,869287141115.0,82740471.0,0.0,707.0,2077.0
USA,United States,US-MI,Michigan,IND,66842.0,160663204875.0,229302975554.0,135439080856.0,25224124007.0,78661.0,91682780.0,389966180429.0,35520205.0,0.0,1372.0,1752.0
USA,United States,US-MI,Michigan,RES,3919204.0,1513889692175.0,756939704094.0,1177107752220.0,336781898556.0,9891911.0,703646463.0,2270829396269.0,112649435.0,4060853.0,180.0,2151.0
USA,United States,US-MN,Minnesota,COM,167181.0,275521115096.0,273980526060.0,216068348395.0,59452767936.0,35222.0,120737970.0,549501641156.0,46604857.0,0.0,722.0,2282.0
USA,United States,US-MN,Minnesota,IND,44700.0,104498558174.0,148561913355.0,88092284050.0,16406274187.0,50675.0,52473063.0,253060471529.0,19952476.0,0.0,1174.0,1991.0
USA,United States,US-MN,Minnesota,RES,2272671.0,952299532408.0,476146874467.0,742612882678.0,209686624124.0,5565018.0,398744097.0,1428446406875.0,51053529.0,2302900.0,175.0,2388.0
USA,United States,US-MS,Mississippi,RES,1163983.0,354056465335.0,177026468774.0,275814225721.0,78242230128.0,2980701.0,221271973.0,531082934109.0,29340261.0,1155412.0,190.0,1600.0
USA,United States,US-MS,Mississippi,COM,95247.0,123885206653.0,123771379333.0,97740446685.0,26144760174.0,13269.0,68192125.0,247656585986.0,25982459.0,0.0,716.0,1817.0
USA,United States,US-MS,Mississippi,IND,16424.0,39212388292.0,56365229871.0,33056043129.0,6156345162.0,16498.0,24151081.0,95577618163.0,9087221.0,0.0,1470.0,1624.0
USA,United States,US-MO,Missouri,IND,39046.0,85682399985.0,121890831719.0,72230262733.0,13452137245.0,40610.0,46947978.0,207573231704.0,18485133.0,0.0,1202.0,1825.0
USA,United States,US-MO,Missouri,RES,2496868.0,977743001101.0,488868318785.0,763452111456.0,214290863922.0,6159338.0,447374828.0,1466611319886.0,78544819.0,2525720.0,179.0,2186.0
USA,United States,US-MO,Missouri,COM,184700.0,278471146079.0,277534196722.0,218426074074.0,60045072647.0,34432.0,133526371.0,556005342801.0,53878122.0,0.0,723.0,2086.0
USA,United States,US-MT,Montana,COM,46108.0,54422911479.0,54343965360.0,42323889379.0,12099022055.0,5641.0,28258688.0,108766876839.0,11792195.0,0.0,613.0,1926.0
USA,United States,US-MT,Montana,IND,7776.0,11308978026.0,15291449442.0,9533468417.0,1775509611.0,5621.0,6081934.0,26600427468.0,2057598.0,0.0,782.0,1859.0
USA,United States,US-MT,Montana,RES,523690.0,173169115417.0,86583878139.0,135562375548.0,37606735445.0,1084309.0,89704580.0,259752993555.0,11067032.0,472710.0,171.0,1930.0
USA,United States,US-NE,Nebraska,RES,837269.0,300413742263.0,150205785481.0,233891550143.0,66522183961.0,372065.0,141912952.0,450619527744.0,17461365.0,795428.0,169.0,2117.0
USA,United States,US-NE,Nebraska,IND,9032.0,22250812620.0,32528842961.0,18757434951.0,3493377693.0,4493.0,14182509.0,54779655581.0,5376568.0,0.0,1570.0,1569.0
USA,United States,US-NE,Nebraska,COM,63856.0,99611654718.0,99434170079.0,78087042256.0,21524613403.0,6467.0,50540100.0,199045824797.0,19507512.0,0.0,791.0,1971.0
USA,United States,US-NV,Nevada,COM,66170.0,122918708012.0,122482213073.0,98616869322.0,24301838585.0,18270.0,52569439.0,245400921085.0,20439582.0,0.0,794.0,2338.0
USA,United States,US-NV,Nevada,IND,15737.0,36179230449.0,51712866894.0,30499091106.0,5680139379.0,14531.0,18963000.0,87892097343.0,7539573.0,0.0,1205.0,1908.0
USA,United States,US-NV,Nevada,RES,1038681.0,433051890789.0,216524806536.0,338591691162.0,94460188374.0,3098216.0,200207814.0,649576697325.0,22708506.0,1244539.0,193.0,2163.0
USA,United States,US-NH,New Hampshire,RES,414469.0,185958282233.0,92978310728.0,146848035608.0,39110242093.0,1349165.0,87741028.0,278936592960.0,10635735.0,571657.0,212.0,2119.0
USA,United States,US-NH,New Hampshire,COM,40290.0,52746288322.0,52604668562.0,40669714800.0,12076573446.0,7864.0,26969822.0,105350956884.0,9830863.0,0.0,669.0,1956.0
USA,United States,US-NH,New Hampshire,IND,9492.0,17097691233.0,23692849173.0,14413353622.0,2684337611.0,9744.0,9644895.0,40790540406.0,3429971.0,0.0,1016.0,1773.0
USA,United States,US-NJ,New Jersey,IND,40464.0,108449234350.0,154732686290.0,91422704020.0,17026530356.0,35283.0,54135788.0,263181920640.0,21221195.0,0.0,1338.0,2003.0
USA,United States,US-NJ,New Jersey,RES,2420533.0,1295118027753.0,647555553239.0,1008686612732.0,286431379638.0,8922574.0,482189764.0,1942673580992.0,73693206.0,3521909.0,199.0,2686.0
USA,United States,US-NJ,New Jersey,COM,191975.0,338345338860.0,336971483583.0,267204833978.0,71140508012.0,33761.0,135107273.0,675316822442.0,55926891.0,0.0,704.0,2504.0
USA,United States,US-NM,New Mexico,COM,59750.0,68648570276.0,68471125076.0,54416328651.0,14232241836.0,9612.0,35506263.0,137119695352.0,14528080.0,0.0,594.0,1933.0
USA,United States,US-NM,New Mexico,IND,12582.0,16551748409.0,22630220090.0,13953123821.0,2598624584.0,10675.0,10055024.0,39181968499.0,3794694.0,0.0,799.0,1646.0
USA,United States,US-NM,New Mexico,RES,807332.0,370778712824.0,185388253140.0,295795119615.0,74983585104.0,2082437.0,207032150.0,556166965965.0,33197667.0,832665.0,256.0,1791.0
USA,United States,US-NY,New York,COM,328887.0,509476347221.0,507368447419.0,404967719980.0,104508629366.0,38494.0,200422237.0,1016844794641.0,77906750.0,0.0,609.0,2542.0
USA,United States,US-NY,New York,IND,87667.0,230255584925.0,336689860543.0,194105456780.0,36150128045.0,50509.0,110626465.0,566945445468.0,41593067.0,0.0,1262.0,2081.0
USA,United States,US-NY,New York,RES,4700570.0,2649706689431.0,1324843707526.0,2123791110836.0,525915514155.0,18815880.0,1023531166.0,3974550396957.0,182467819.0,7638483.0,218.0,2589.0
USA,United States,US-NC,North Carolina,RES,4058194.0,1549793373535.0,774891434812.0,1206584097286.0,343209234779.0,10786220.0,773390303.0,2324684808347.0,120269969.0,4462061.0,191.0,2004.0
USA,United States,US-NC,North Carolina,IND,66889.0,137879987197.0,196108463115.0,116232828532.0,21647158728.0,73228.0,85776143.0,333988450313.0,31047969.0,0.0,1282.0,1607.0
USA,United States,US-NC,North Carolina,COM,278146.0,379974503612.0,379279280814.0,298114398590.0,81860105437.0,53021.0,204163107.0,759253784426.0,78605599.0,0.0,734.0,1861.0
USA,United States,US-ND,North Dakota,IND,7192.0,11878646623.0,15853355032.0,10013699051.0,1864947582.0,7997.0,6782315.0,27732001655.0,2598930.0,0.0,943.0,1751.0
USA,United States,US-ND,North Dakota,COM,45541.0,65528913887.0,65434379687.0,52021683132.0,13507231615.0,6104.0,31449091.0,130963293574.0,12499374.0,0.0,691.0,2084.0
USA,United States,US-ND,North Dakota,RES,276664.0,133257348064.0,66628167004.0,104415798511.0,28841545750.0,730892.0,67154166.0,199885515068.0,7996962.0,330907.0,243.0,1984.0
USA,United States,US-OH,Ohio,COM,309054.0,472311522783.0,469054565268.0,368896845215.0,103414679048.0,46587.0,237570095.0,941366088051.0,97571024.0,0.0,769.0,1988.0
USA,United States,US-OH,Ohio,IND,81011.0,236423895315.0,346055242530.0,199305342450.0,37118552791.0,69604.0,136769672.0,582479137845.0,55487535.0,0.0,1688.0,1729.0
USA,United States,US-OH,Ohio,RES,4322739.0,1661298354374.0,830643408299.0,1296946583806.0,364351725850.0,11661543.0,754466503.0,2491941762674.0,140978093.0,4850119.0,175.0,2202.0
USA,United States,US-OK,Oklahoma,IND,26161.0,46311792955.0,65475077777.0,39040841241.0,7270951737.0,26954.0,29182045.0,111786870732.0,10911926.0,0.0,1115.0,1587.0
USA,United States,US-OK,Oklahoma,RES,1514897.0,448308590609.0,224152327332.0,348013459794.0,100295118841.0,4018365.0,261783284.0,672460917942.0,58794024.0,1599436.0,173.0,1713.0
USA,United States,US-OK,Oklahoma,COM,126038.0,150296545901.0,149704780023.0,116765281279.0,33531264054.0,20098.0,85702045.0,300001325923.0,33653698.0,0.0,680.0,1754.0
USA,United States,US-OR,Oregon,IND,31111.0,65003159828.0,92286473143.0,54797663427.0,10205496442.0,26362.0,33106649.0,157289632970.0,12473976.0,0.0,1064.0,1963.0
USA,United States,US-OR,Oregon,RES,1497816.0,660969008730.0,330482276018.0,522043772397.0,138925219774.0,4027450.0,304952746.0,991451284748.0,36419185.0,1686359.0,204.0,2167.0
USA,United States,US-OR,Oregon,COM,120495.0,171983900845.0,171396574652.0,134995955733.0,36987945412.0,21260.0,76683397.0,343380475497.0,31190647.0,0.0,636.0,2243.0
USA,United States,US-PA,Pennsylvania,COM,348384.0,534923864787.0,532601815060.0,421805408007.0,113118459052.0,56363.0,240466997.0,1067525679847.0,101694360.0,0.0,690.0,2225.0
USA,United States,US-PA,Pennsylvania,IND,78528.0,218111132886.0,314919762393.0,183867683890.0,34243449004.0,78405.0,111158707.0,533030895279.0,43901182.0,0.0,1416.0,1962.0
USA,United States,US-PA,Pennsylvania,RES,4600394.0,1982684785773.0,991335637614.0,1545584467846.0,437100263909.0,12651454.0,875786729.0,2974020423388.0,200103513.0,5233467.0,190.0,2264.0
USA,United States,US-RI,Rhode Island,COM,29699.0,39867601506.0,39726809986.0,30713954503.0,9153647061.0,5084.0,18564665.0,79594411492.0,7445532.0,0.0,625.0,2147.0
USA,United States,US-RI,Rhode Island,IND,6542.0,12360672592.0,17461040646.0,10420046920.0,1940625660.0,7551.0,6357465.0,29821713238.0,2503935.0,0.0,972.0,1944.0
USA,United States,US-RI,Rhode Island,RES,306186.0,137185605404.0,68592277737.0,109094126341.0,28091475518.0,1040699.0,57859408.0,205777883140.0,7046310.0,448158.0,189.0,2371.0
USA,United States,US-SC,South Carolina,IND,25722.0,57994393377.0,82642543737.0,48889273347.0,9105120077.0,32454.0,35499041.0,140636937113.0,13245511.0,0.0,1380.0,1634.0
USA,United States,US-SC,South Carolina,RES,1977411.0,797032255797.0,398513542218.0,625547855162.0,171484380054.0,5339037.0,412811008.0,1195545798015.0,62907996.0,2229994.0,209.0,1931.0
USA,United States,US-SC,South Carolina,COM,142328.0,191482447451.0,191181042258.0,150548391789.0,40934056130.0,24499.0,102466062.0,382663489709.0,40174427.0,0.0,720.0,1869.0
USA,United States,US-SD,South Dakota,COM,46991.0,62739283361.0,62525417643.0,49564999639.0,13174284441.0,6289.0,31359721.0,125264701004.0,12254393.0,0.0,667.0,2001.0
USA,United States,US-SD,South Dakota,IND,4718.0,9036875567.0,12399333952.0,7618086078.0,1418789513.0,12197.0,5229438.0,21436209519.0,1911074.0,0.0,1108.0,1728.0
USA,United States,US-SD,South Dakota,RES,398978.0,178892642402.0,89445812574.0,138808039701.0,40084598232.0,906336.0,90833497.0,268338454976.0,11819672.0,369748.0,228.0,1969.0
USA,United States,US-TN,Tennessee,COM,179869.0,261478225625.0,261003756303.0,203882945525.0,57595280159.0,35230.0,141593160.0,522481981928.0,60382602.0,0.0,787.0,1847.0
USA,United States,US-TN,Tennessee,IND,34816.0,88338007093.0,125997152055.0,74468939518.0,13869067568.0,48558.0,54159442.0,214335159147.0,21547142.0,0.0,1556.0,1631.0
USA,United States,US-TN,Tennessee,RES,2579489.0,870452311998.0,435222876196.0,678982216985.0,191470071480.0,6887424.0,480746143.0,1305675188194.0,101558335.0,2902545.0,186.0,1811.0
USA,United States,US-TX,Texas,COM,790481.0,1120228344100.0,1118426366463.0,883108365639.0,237119987376.0,145641.0,601140347.0,2238654710562.0,240951473.0,0.0,760.0,1864.0
USA,United States,US-TX,Texas,IND,150154.0,285166737905.0,402961286646.0,240395558670.0,44771179360.0,195903.0,176666562.0,688128024551.0,67547794.0,0.0,1177.0,1614.0
USA,United States,US-TX,Texas,RES,8775360.0,3235770197256.0,1617872395920.0,2532243781601.0,703526328784.0,29288173.0,1872964072.0,4853642593176.0,329008416.0,11414068.0,213.0,1728.0
USA,United States,US-UT,Utah,RES,979565.0,356215786901.0,178106673016.0,277530353275.0,78685424148.0,3204874.0,180074863.0,534322459916.0,29838192.0,1143627.0,184.0,1978.0
USA,United States,US-UT,Utah,COM,62669.0,99345712901.0,98902236777.0,78083177898.0,21262535858.0,7603.0,49920773.0,198247949678.0,20070996.0,0.0,797.0,1990.0
USA,United States,US-UT,Utah,IND,14348.0,31899296938.0,46734916057.0,26891107136.0,5008189782.0,8689.0,19663710.0,78634212995.0,7934405.0,0.0,1370.0,1622.0
USA,United States,US-VT,Vermont,COM,25379.0,29522616030.0,29418335510.0,23116506767.0,6406109406.0,3503.0,14603173.0,58940951540.0,5703222.0,0.0,575.0,2022.0
USA,United States,US-VT,Vermont,IND,5042.0,8853205836.0,12276302029.0,7463252483.0,1389953364.0,4459.0,4812286.0,21129507865.0,1757743.0,0.0,954.0,1840.0
USA,United States,US-VT,Vermont,RES,257932.0,120365070025.0,60182071668.0,93986679615.0,26378387363.0,630143.0,60175459.0,180547141693.0,7380294.0,272570.0,233.0,2000.0
USA,United States,US-VA,Virginia,COM,213799.0,310271181952.0,309490436993.0,244928467507.0,65342715621.0,48158.0,156223419.0,619761618945.0,63424288.0,0.0,731.0,1986.0
USA,United States,US-VA,Virginia,IND,41877.0,76045513284.0,105103841605.0,64106367365.0,11939145983.0,58446.0,44843888.0,181149354890.0,16646362.0,0.0,1071.0,1696.0
USA,United States,US-VA,Virginia,RES,2615872.0,1116120422151.0,558056443031.0,872309655563.0,243810736893.0,7967980.0,526328923.0,1674176865182.0,102002793.0,3372141.0,201.0,2121.0
USA,United States,US-WA,Washington,COM,188617.0,280051786835.0,278959134117.0,219419061052.0,60632725922.0,36586.0,125172051.0,559010920952.0,50073958.0,0.0,664.0,2237.0
USA,United States,US-WA,Washington,IND,50349.0,105762289516.0,149358106452.0,89157609502.0,16604680008.0,45885.0,50330325.0,255120395968.0,18447406.0,0.0,1000.0,2101.0
USA,United States,US-WA,Washington,RES,2481969.0,1106164713945.0,553078505183.0,868534961840.0,237629723860.0,7453099.0,494151886.0,1659243219128.0,59209373.0,3088028.0,199.0,2239.0
USA,United States,US-WV,West Virginia,IND,11158.0,25562719257.0,36908192093.0,21549372208.0,4013347058.0,9309.0,13486473.0,62470911350.0,5066953.0,0.0,1209.0,1895.0
USA,United States,US-WV,West Virginia,COM,44641.0,54590352803.0,54205789604.0,43064673240.0,11525679437.0,5802.0,26614750.0,108796142407.0,10567821.0,0.0,596.0,2051.0
USA,United States,US-WV,West Virginia,RES,763579.0,260080607971.0,130039136390.0,203184308972.0,56896292097.0,1847313.0,140934605.0,390119744362.0,26429433.0,731993.0,185.0,1845.0
USA,United States,US-WI,Wisconsin,COM,151129.0,264980488101.0,264680085221.0,209421140457.0,55559348809.0,19913.0,121749676.0,529660573322.0,48689104.0,0.0,806.0,2176.0
