ID_0,NAME_0,OCCUPANCY,MACRO_TAXO,TAXONOMY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD
KOR,South Korea,Res,MCF,MCF/LWAL+DLO/HEX:4/RMT7/RES,294574.7598,1691,41556486.1687,147525525.8989,60256904.9446,16910.0,249338917.0123
KOR,South Korea,Res,MCF,MCF/LWAL+DLO/HEX:5/RMT7/RES,10409.7025,25,1468525.8812,5213266.8783,2129362.5277,875.0,8811155.2872
KOR,South Korea,Res,RC,"CR/LFM+DLO/HBET:10,6/RES",47991830.6971,16516,6780055480.0983,24069196954.349,9831080446.1425,2642560.0,40680332880.5898
KOR,South Korea,Res,RC,"CR/LFM+DLO/HBET:5,1/RES",38156994.2325,19560,5390636991.5929,19136761320.1547,7816423637.8097,205380.0,32343821949.5572
KOR,South Korea,Res,RC,"CR/LFM+DLO/LFM+DLO/HBET:2,1/RMT7/RES",27751012.2922,191299,7009772500.1408,24183715125.4858,10865147375.2183,1434742.5,42058635000.8449
KOR,South Korea,Res,RC,"CR/LFM+DLO/LFM+DLO/HBET:5,3/RMT7/RES",112844470.141,327756,17883501352.3673,63486429800.9038,25931076960.9325,6555120.0,107301008114.2036
KOR,South Korea,Res,RC,CR/LFM+DLO/LFM+DLO/HEX:1/RMT7/RES,75223.0549,262,19640438.7379,60885360.0876,37316833.602,655.0,117842632.4275
KOR,South Korea,Res,RC,CR/LFM+DLO/LFM+DLO/HEX:2/RMT7/RES,399879.2008,508,104406859.8225,323661265.4496,198373033.6627,2540.0,626441158.9348
KOR,South Korea,Res,RC,"CR/LWAL+DLO/HBET:10,5/RMT7/RES",3280039.7186,2815,856405250.3552,3040238638.7609,1241787613.015,211125.0,5138431502.1311
KOR,South Korea,Res,RC,"CR/LWAL+DLO/HBET:20,11/RES",500256692.5225,67980,70673864287.448,250892218220.4405,102477103216.7996,20394000.0,424043185724.6881
KOR,South Korea,Res,RC,"CR/LWAL+DLO/HBET:20,11/RMT7/RES",186595.3358,88,48719295.796,172953500.0759,70642978.9042,26400.0,292315774.7761
KOR,South Korea,Res,RC,"CR/LWAL+DLO/HBET:30,21/RES",147446783.3755,14471,21154953768.2821,75100085877.4016,30674682964.0091,6873725.0,126929722609.6928
KOR,South Korea,Res,RC,"CR/LWAL+DLO/HBET:50,31/RES",23856762.5365,1141,3437969421.0154,12204791444.6046,4985055660.4723,684600.0,20627816526.0922
KOR,South Korea,Res,RC,"CR/LWAL+DLO/HBET:80,51/RES",784849.9659,32,194754554.1746,691378667.3197,282394103.5531,19200.0,1168527325.0473
KOR,South Korea,Res,RC,CR/LWAL+DLO/HEX:1/RMT7/RES,21066.7267,253,5500438.0829,17051358.0571,10450832.3576,632.5,33002628.4977
KOR,South Korea,Res,RC,CR/LWAL+DLO/HEX:2/RMT7/RES,309785.1661,717,80883667.7353,250739369.9794,153678968.6971,3585.0,485302006.4118
KOR,South Korea,Res,RC,CR/LWAL+DLO/HEX:3/RMT7/RES,7382084.4247,9739,1927432714.9506,5975041416.3469,3662122158.4061,73042.5,11564596289.7036
KOR,South Korea,Res,RC,CR/LWAL+DLO/HEX:4/RMT7/RES,11061449.7519,10939,2888100284.4249,10252756009.7084,4187745412.4161,262536.0,17328601706.5494
KOR,South Korea,Res,S,S+SL/LFM+DLO/HEX:1/RMT7/RES,13160010.0564,183874,3731684035.6247,11568220510.4366,7090199667.687,459685.0,22390104213.7483
KOR,South Korea,Res,S,S+SL/LFM+DLO/HEX:2/RMT7/RES,2293241.2414,20346,650276990.1895,2015858669.5874,1235526281.36,101730.0,3901661941.137
KOR,South Korea,Res,S,S+SL/LFM+DLO/HEX:3/RMT7/RES,168467.8319,914,47771142.7313,148090542.4671,90765171.1895,8226.0,286626856.3879
KOR,South Korea,Res,S,S+SL/LFM+DLO/HEX:4/RMT7/RES,34602.1626,178,9811872.2676,34832146.55,14227214.788,4272.0,58871233.6057
KOR,South Korea,Res,S,S+SL/LFM+DLO/HEX:5/RMT7/RES,161338.837,31,45749627.8226,162411178.7701,66336960.3427,1240.0,274497766.9354
KOR,South Korea,Res,S,"S+SR/LFM+DLO/LFM+DLO/HBET:2,1/RMT7/RES",3165528.434,25377,568944224.0844,1962857573.0912,881863547.3308,95163.75,3413665344.5065
KOR,South Korea,Res,S,"S+SR/LFM+DLO/LFM+DLO/HBET:6,3/RMT7/RES",988235.2998,3425,177616716.315,630539342.9182,257544238.6567,61650.0,1065700297.8899
KOR,South Korea,Res,W,W+WLI/LFM+DLO/HEX:1/RMT7/RES,5136820.851,77753,726745085.6249,2252909765.4372,1380815662.6873,194382.5,4360470513.7494
KOR,South Korea,Res,W,W+WLI/LFM+DLO/HEX:2/RMT7/RES,3929790.6098,33202,555977343.9782,1723529766.3325,1056356953.5586,166010.0,3335864063.8693
KOR,South Korea,Res,W,W+WLI/LFM+DLO/HEX:3/RMT7/RES,190020.6966,1030,26883672.109,83339383.5379,51078977.0071,9270.0,161302032.654
KOR,South Korea,Res,W,W+WLI/LFM+DLO/HEX:4/RMT7/RES,15269.991,28,2160361.6826,7669283.9731,3132524.4397,672.0,12962170.0953
