CONTINENT,GEM_REGION,ISO3,COUNTRY,ID_0,NAME_0,OCCUPANCY,MACRO_TAXO,ISO3_NUMERIC,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD,COST_BDG_USD
Africa,Africa,BDI,Burundi,BDI,Burundi,RES,MCF,540,5448.0,21537664.0,32306499.0,53844169.0,5998.0,29842.0,477731.0,107688335.0,976.7089008601572,1175.517975075063,86150668.0
Africa,Africa,BDI,Burundi,BDI,Burundi,RES,MUR,1296,244658.0,295730337.0,887191023.0,1774382034.0,258971.0,1243441.0,20567528.0,2957303400.0,3251.1301766710576,1887.568860323551,2661573057.0
Africa,Africa,BDI,Burundi,BDI,Burundi,RES,OT,324,96773.0,62415209.0,78019011.0,171641826.0,96773.0,465428.0,5806404.0,312076040.0,179.99762615073857,161.24059730039986,249660837.0
Africa,Africa,BDI,Burundi,BDI,Burundi,RES,RC,864,4763.0,21151025.0,70503444.0,49352412.0,6464.0,32135.0,623608.0,141006875.0,2661.742854620873,1868.6568072199702,119855856.0
Africa,Africa,BDI,Burundi,BDI,Burundi,RES,W,540,331929.0,594829030.0,753367386.0,1429326725.0,335642.0,1614254.0,24374994.0,2777523135.0,468.335469931252,742.3881534030071,2182694111.0
Africa,Africa,BEN,Benin,BEN,Benin,COM,ADO/E,612,44866.0,445129641.0,445129641.0,890259291.0,62094.0,0.0,8228069.0,1780518562.0,1287.0837240377903,661.7424121784969,1335388932.0
Africa,Africa,BEN,Benin,BEN,Benin,COM,MCF,1224,2301.0,39963298.0,47955952.0,71933930.0,3284.0,0.0,440815.0,159853180.0,2684.409358566528,2217.407154614015,119889882.0
Africa,Africa,BEN,Benin,BEN,Benin,COM,MUR,2448,34980.0,431764878.0,431764878.0,863529748.0,48334.0,0.0,6398423.0,1727059518.0,4751.405533099197,3153.584989289382,1295294626.0
Africa,Africa,BEN,Benin,BEN,Benin,COM,RC,1020,1415.0,65284937.0,87046587.0,65284937.0,3306.0,0.0,536457.0,217616463.0,5229.528543414863,2093.929615792111,152331524.0
Africa,Africa,BEN,Benin,BEN,Benin,COM,W,612,1992.0,40972113.0,46825268.0,29265803.0,2986.0,0.0,397832.0,117063184.0,833.6594170889832,889.6904837074283,76091071.0
Africa,Africa,BEN,Benin,BEN,Benin,IND,MCF,816,1088.0,30594198.0,21852992.0,34964789.0,1088.0,0.0,308922.0,87411978.0,1377.318411251429,1131.8362917539748,56817781.0
Africa,Africa,BEN,Benin,BEN,Benin,IND,MUR,1632,23287.0,390832992.0,260555330.0,651388329.0,23287.0,0.0,6635265.0,1302776643.0,2788.520236028181,1497.6314086367815,911943659.0
Africa,Africa,BEN,Benin,BEN,Benin,IND,RC,408,1082.0,46487274.0,30991521.0,25826266.0,1082.0,0.0,308923.0,103305069.0,703.527963346548,668.8084763978231,56817787.0
Africa,Africa,BEN,Benin,BEN,Benin,IND,S,816,8474.0,296444752.0,259389156.0,185277968.0,8474.0,0.0,2417707.0,741111883.0,1401.7653371763902,1226.1398874624751,444667124.0
Africa,Africa,BEN,Benin,BEN,Benin,RES,ADO/E,612,710741.0,1858048916.0,2322561140.0,5109634520.0,752608.0,3894746.0,59771328.0,9290244580.0,841.0319279554553,524.0229473301738,7432195660.0
Africa,Africa,BEN,Benin,BEN,Benin,RES,MCF,1224,49486.0,232098899.0,348148354.0,580247254.0,54904.0,257648.0,4376579.0,1160494504.0,1673.5248590906094,1746.7379804792602,928395608.0
Africa,Africa,BEN,Benin,BEN,Benin,RES,MUR,2448,650460.0,943124279.0,2829372842.0,5658745693.0,688762.0,3380173.0,54700120.0,9431242809.0,3425.3283437365644,2212.5222933634823,8488118535.0
Africa,Africa,BEN,Benin,BEN,Benin,RES,OT,612,173069.0,130838395.0,163547996.0,359805594.0,173069.0,874237.0,10383999.0,654191986.0,179.99808768815916,189.00000930276875,523353590.0
Africa,Africa,BEN,Benin,BEN,Benin,RES,RC,1020,40054.0,210868882.0,702896275.0,492027394.0,54902.0,257651.0,5286502.0,1405792553.0,2483.9305771476584,1476.1011128811133,1194923669.0
Africa,Africa,BEN,Benin,BEN,Benin,RES,W,1020,643847.0,1296893729.0,1636611848.0,3241069250.0,650364.0,3434040.0,47001687.0,6174574826.0,468.7919441127691,870.4253435344991,4877681098.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,COM,ADO/E,2562,102264.0,1141452881.0,1141452881.0,2282905772.0,141548.0,0.0,18754924.0,4565811531.0,1291.4281832229722,744.4911967402467,3424358653.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,COM,MCF,2562,1966.0,38536867.0,46244243.0,69366364.0,2809.0,0.0,377912.0,154147472.0,1272.0850012056908,1245.487871412152,115610607.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,COM,MUR,10248,23980.0,332400013.0,332400013.0,664800038.0,33115.0,0.0,4382351.0,1329600077.0,4831.501261825488,3551.976077128712,997200051.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,COM,RC,4270,1217.0,62205683.0,82940915.0,62205683.0,2817.0,0.0,454762.0,207352280.0,5015.195149516029,2355.641411993537,145146598.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,IND,MCF,1708,1237.0,39460816.0,28186294.0,45098078.0,1237.0,0.0,354183.0,112745188.0,702.2673104360233,636.648576308623,73284372.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,IND,MUR,6832,42380.0,795412781.0,530275186.0,1325687977.0,42380.0,0.0,12082231.0,2651375923.0,2819.228246208161,1684.8543483109702,1855963163.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,IND,RC,1708,1237.0,59959940.0,39973295.0,33311081.0,1237.0,0.0,354183.0,133244312.0,702.2673104360233,752.4028649048415,73284376.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,IND,S,3416,14970.0,588115529.0,514601084.0,367572205.0,14970.0,0.0,4263537.0,1470288815.0,1397.592539258589,1379.4076558004429,882173289.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,RES,ADO/E,3416,2147731.0,4676336926.0,5845421149.0,12859926530.0,2196322.0,12731638.0,148744443.0,23381684607.0,900.7938338034718,731.2759220336002,18705347679.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,RES,MCF,2562,53626.0,282976101.0,424464154.0,707440245.0,59499.0,328645.0,4743059.0,1414880492.0,840.5652091279646,982.542735864911,1131904399.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,RES,MUR,10248,644168.0,1049442730.0,3148328214.0,6296656440.0,682113.0,3815467.0,54172303.0,10494427386.0,3373.268387107214,2489.099859263099,9444984654.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,RES,OT,1708,69314.0,58952466.0,73690585.0,162119282.0,69314.0,406029.0,4158903.0,294762334.0,120.01300401492445,141.7506133212908,235809867.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,RES,RC,4270,43411.0,257092361.0,856974528.0,599882167.0,59501.0,328645.0,5729177.0,1713949054.0,2468.6104516316564,1660.6145186289284,1456856695.0
Africa,Africa,BFA,Burkina_Faso,BFA,Burkina Faso,RES,W,2562,562228.0,1158096762.0,1449726397.0,3140551748.0,566413.0,3284424.0,40384759.0,5748374904.0,220.7716899788921,446.30921762139985,4590278145.0
Africa,Africa,BWA,Botswana,BWA,Botswana,COM,ADO/E,216,3401.0,78799432.0,65666192.0,118199138.0,4678.0,0.0,617503.0,262664763.0,1254.2260216883924,1306.3885395507289,183865330.0
Africa,Africa,BWA,Botswana,BWA,Botswana,COM,MCF,216,1308.0,70250531.0,70250531.0,93667373.0,2232.0,0.0,323061.0,234168439.0,1286.3847937440755,2168.8806688045815,163917904.0
Africa,Africa,BWA,Botswana,BWA,Botswana,COM,MUR,504,10194.0,297018136.0,247515109.0,445527221.0,14078.0,0.0,1862095.0,990060488.0,2660.1320739317807,3762.843239724755,693042330.0
Africa,Africa,BWA,Botswana,BWA,Botswana,COM,RC,360,704.0,136402781.0,155888889.0,97430560.0,2214.0,0.0,477435.0,389722226.0,5184.155396791539,4120.84434075705,253319449.0
Africa,Africa,BWA,Botswana,BWA,Botswana,COM,W,216,53.0,1956603.0,1956603.0,978303.0,64.0,0.0,8426.0,4891508.0,693.5674603174604,1779.1977845268602,2934906.0
Africa,Africa,BWA,Botswana,BWA,Botswana,IND,MCF,144,420.0,26784881.0,16740556.0,23436775.0,420.0,0.0,119088.0,66962208.0,686.7141620136753,1124.587871192036,40177331.0
Africa,Africa,BWA,Botswana,BWA,Botswana,IND,MUR,288,3100.0,120730652.0,68988936.0,155225124.0,3100.0,0.0,886078.0,344944718.0,1405.1367864895428,1557.1762517062207,224214060.0
Africa,Africa,BWA,Botswana,BWA,Botswana,IND,RC,144,420.0,40177326.0,24106396.0,16070931.0,420.0,0.0,119088.0,80354651.0,686.7141620136753,1349.5054554531994,40177327.0
Africa,Africa,BWA,Botswana,BWA,Botswana,IND,S,288,1319.0,102260410.0,79535872.0,45449068.0,1319.0,0.0,370460.0,227245344.0,1364.329381945677,2453.6491155662407,124984940.0
Africa,Africa,BWA,Botswana,BWA,Botswana,RES,ADO/E,288,130518.0,791992737.0,791992737.0,1583985466.0,137273.0,482454.0,10595858.0,3167970932.0,898.4450644694472,1271.877726016668,2375978203.0
Africa,Africa,BWA,Botswana,BWA,Botswana,RES,MCF,216,43818.0,687950865.0,825541039.0,1238311557.0,60126.0,203923.0,4863655.0,2751803462.0,840.4215539485522,1708.8965175072965,2063852596.0
Africa,Africa,BWA,Botswana,BWA,Botswana,RES,MUR,720,353213.0,1494364969.0,2988729948.0,5479338229.0,373998.0,1287547.0,29702384.0,9962433147.0,2000.4156688963478,3437.481903314563,8468068177.0
Africa,Africa,BWA,Botswana,BWA,Botswana,RES,OT,216,31869.0,58919785.0,58919785.0,117839579.0,31869.0,110202.0,1911892.0,235679152.0,179.96532045514866,369.8111181543511,176759364.0
Africa,Africa,BWA,Botswana,BWA,Botswana,RES,RC,360,21969.0,639598946.0,1598997363.0,959398422.0,60132.0,203917.0,5067711.0,3197994728.0,2470.0407647013863,2876.95278988605,2558395785.0
Africa,Africa,BWA,Botswana,BWA,Botswana,RES,W,360,18160.0,101790280.0,106384066.0,162236429.0,18396.0,63302.0,1354527.0,370410769.0,465.51534065554586,1709.789403252127,268620495.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,COM,ADO/E,420,10928.0,67513585.0,67513585.0,135027159.0,15087.0,0.0,1996345.0,270054327.0,1273.5962087981559,414.73789894956553,202540744.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,COM,MCF,560,152.0,1345652.0,1614786.0,2422176.0,182.0,0.0,24056.0,5382616.0,705.7307692307692,896.4767420080652,4036962.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,COM,MUR,1400,4296.0,32432518.0,32432518.0,64865033.0,5854.0,0.0,771261.0,129730064.0,3141.8078843619246,1645.6365451708689,97297551.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,COM,RC,1120,184.0,4153588.0,5538110.0,4153588.0,380.0,0.0,55925.0,13845291.0,3231.3261904761903,1947.6195817457112,9691698.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,COM,W,420,2181.0,28063927.0,32073059.0,20045656.0,3259.0,0.0,435913.0,80182649.0,839.7489971976354,556.4112818114729,52118715.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,IND,MCF,420,66.0,848848.0,606315.0,970112.0,66.0,0.0,13713.0,2425286.0,696.375,530.543996493083,1576427.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,IND,MUR,980,2926.0,30528169.0,20352112.0,50880279.0,2926.0,0.0,828422.0,101760559.0,2131.777817646234,812.9785552941661,71232391.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,IND,RC,420,144.0,3304639.0,2203090.0,1835911.0,144.0,0.0,35135.0,7343636.0,777.9138888888889,627.0411308304117,4039001.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,IND,S,560,1069.0,22506190.0,19692915.0,14066368.0,1069.0,0.0,293675.0,56265481.0,1327.0124575222517,766.3640322270492,33759283.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,RES,ADO/E,560,371477.0,543129066.0,678911332.0,1493604940.0,387899.0,1896513.0,29007427.0,2715645335.0,900.5285113215075,406.26473321886215,2172516272.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,RES,MCF,840,7796.0,22719540.0,34079304.0,56798840.0,8604.0,46618.0,686542.0,113597686.0,1540.6802645960156,1091.7352342108654,90878144.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,RES,MUR,1680,209381.0,188954834.0,566864500.0,1133728992.0,221637.0,1116069.0,17603346.0,1889548315.0,3298.186139105591,1382.8082223962747,1700593492.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,RES,OT,420,31646.0,14950925.0,18688650.0,41115036.0,31646.0,152164.0,1898539.0,74754612.0,179.9801732545921,118.1243341423108,59803686.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,RES,RC,1400,12611.0,41382752.0,137942525.0,96559770.0,17244.0,93305.0,1661493.0,275885051.0,4967.847978586094,1844.738107923886,234502295.0
Africa,Africa,CAF,Central_African_Republic,CAF,Central African Republic,RES,W,700,303603.0,629149532.0,821443517.0,995022219.0,311857.0,1515977.0,24158601.0,2445615257.0,468.78375174922365,544.0162333249104,1816465736.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,COM,ADO/E,1152,71459.0,797514502.0,797514502.0,1595029006.0,98891.0,0.0,13103732.0,3190058015.0,1289.2835625177156,744.5131134394715,2392543508.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,COM,MCF,2304,4012.0,78556140.0,94267356.0,141401047.0,5725.0,0.0,770447.0,314224543.0,2580.963327826544,2491.0613985234195,235668403.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,COM,MUR,4608,58192.0,808936610.0,808936610.0,1617873211.0,80449.0,0.0,10654570.0,3235746421.0,4918.494744821744,3544.6324966280263,2426809821.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,COM,RC,1920,2470.0,127517419.0,170023225.0,127517419.0,5744.0,0.0,932258.0,425058050.0,5092.516290193729,2351.5070954226144,297540644.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,COM,W,1152,3145.0,73020176.0,83451618.0,52157260.0,4705.0,0.0,630332.0,208629052.0,836.9230561463155,1000.3848459362318,135608878.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,IND,MCF,1536,1264.0,40240281.0,28743065.0,45988897.0,1264.0,0.0,361183.0,114972235.0,1412.1220067484876,1273.2656906269392,74731962.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,IND,MUR,3072,25367.0,479084260.0,319389508.0,798473770.0,25367.0,0.0,7228139.0,1596947541.0,2789.714355514027,1684.8563383264636,1117863278.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,IND,RC,768,1272.0,61250059.0,40833370.0,34027807.0,1272.0,0.0,361809.0,136111247.0,696.092962184874,752.3932427802577,74861177.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,IND,S,1536,9307.0,365654544.0,319947728.0,228534084.0,9307.0,0.0,2650807.0,914136351.0,1398.021097420173,1379.4088815674654,548481812.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,RES,ADO/E,1152,1548254.0,4553432935.0,5691791164.0,12521940572.0,1639452.0,8378060.0,130203358.0,22767164672.0,840.9416369693492,589.525714073274,18213731736.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,RES,MCF,2304,109318.0,576826278.0,865239432.0,1442065715.0,121295.0,599395.0,9668383.0,2884131425.0,1681.9201912454516,1965.082747471435,2307305147.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,RES,MUR,4608,1427994.0,2329417467.0,6988252410.0,13976504812.0,1512090.0,7585155.0,120088490.0,23294174693.0,3353.2698464061987,2489.1059674125763,20964757222.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,RES,OT,1152,378363.0,321799348.0,402249183.0,884948203.0,378363.0,1917051.0,22701893.0,1608996731.0,180.00113636381553,212.62502552420045,1287197386.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,RES,RC,1920,88491.0,524064159.0,1746880514.0,1222816357.0,121290.0,599398.0,11678523.0,3493761031.0,2468.1855073136867,1660.6105506672652,2969696871.0
Africa,Africa,CIV,Ivory_Coast,CIV,Ivory Coast,RES,W,1920,1398209.0,3168815184.0,3998920687.0,7918306049.0,1412359.0,7270326.0,102072497.0,15086041920.0,468.8106843685817,979.2295908046187,11917226736.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,COM,ADO/E,360,78836.0,970270824.0,970270824.0,1940541652.0,109112.0,0.0,14456471.0,3881083284.0,1291.316931336561,821.0160405372249,2910812476.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,COM,MCF,720,24933.0,544098533.0,652918240.0,979377344.0,35866.0,0.0,4840887.0,2176394112.0,2578.0432267175715,2736.9726774985115,1632295584.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,COM,MUR,1440,75271.0,1118029496.0,1118029496.0,2236058983.0,104156.0,0.0,13797748.0,4472117979.0,5154.8929645524095,3900.744121863658,3354088479.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,COM,RC,1200,15515.0,893399021.0,1191198697.0,893399021.0,36352.0,0.0,5920517.0,2977996747.0,10514.951432627407,5166.159624373221,2084597718.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,COM,W,360,26517.0,680807506.0,778065730.0,486291081.0,39784.0,0.0,5330158.0,1945164314.0,839.9042299738103,1102.621123303131,1264356811.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,IND,MCF,480,9835.0,344112386.0,245794556.0,393271299.0,9835.0,0.0,2800741.0,983178243.0,1398.3517329397682,1404.1670593958465,639065855.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,IND,MUR,960,41667.0,828193643.0,552129111.0,1380322751.0,41667.0,0.0,11872844.0,2760645512.0,2798.7653161871517,1858.0156735714218,1932451862.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,IND,RC,480,10062.0,534880626.0,356587077.0,297155898.0,10062.0,0.0,2865065.0,1188623600.0,1395.6278305825913,1659.466626939527,653742975.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,IND,S,480,20511.0,889316437.0,778151881.0,555822776.0,20511.0,0.0,5846210.0,2223291087.0,1400.1038272404287,1521.1844589631464,1333974657.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,RES,ADO/E,480,913696.0,2567463568.0,3209329462.0,7060524809.0,950462.0,4932039.0,69862295.0,12837317834.0,900.9160879362641,806.4351330750433,10269854271.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,RES,MCF,720,580409.0,3377473924.0,5066210886.0,8443684804.0,644002.0,2866843.0,51334905.0,16887369615.0,1681.1296567764193,2167.0528533701927,13509895690.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,RES,MUR,1440,1595107.0,2788833271.0,8366499819.0,16732999624.0,1689062.0,8267031.0,134143315.0,27888332708.0,3363.6575505093488,2744.933232233249,25099499443.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,RES,OT,360,433436.0,406526629.0,508158285.0,1117948232.0,433436.0,2191562.0,26006263.0,2032633147.0,180.00271944772027,234.4780705893672,1626106517.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,RES,RC,1200,476513.0,3112047370.0,10373491219.0,7261443851.0,653134.0,2907493.0,62887103.0,20746982438.0,4939.942449981783,3662.5684735364507,17634935070.0
Africa,Africa,CMR,Cameroon,CMR,Cameroon,RES,W,600,1034547.0,5176609868.0,6821087964.0,6878838805.0,1072363.0,5347379.0,86070324.0,18876536627.0,468.7569078507612,1079.8724058375503,13699926769.0
Africa,Africa,COD,Democratic_Republic_of_the_Congo,COD,Democratic Republic of the Congo,COM,ADO/E,540,204257.0,1963121933.0,1963121933.0,3926243876.0,282703.0,0.0,37458164.0,7852487734.0,1290.0939016211973,641.0704439181852,5889365809.0
Africa,Africa,COD,Democratic_Republic_of_the_Congo,COD,Democratic Republic of the Congo,COM,MCF,1080,3508.0,58817832.0,70581398.0,105872106.0,4996.0,0.0,669698.0,235271314.0,2502.6333986564077,2149.1486032173907,176453504.0
Africa,Africa,COD,Democratic_Republic_of_the_Congo,COD,Democratic Republic of the Congo,COM,MUR,2160,83094.0,991688844.0,991688844.0,1983377660.0,114838.0,0.0,15207045.0,3966755309.0,4978.48933044717,3054.6426014978783,2975066504.0
Africa,Africa,COD,Democratic_Republic_of_the_Congo,COD,Democratic Republic of the Congo,COM,RC,1800,4288.0,188546010.0,251394681.0,188546010.0,9951.0,0.0,1604262.0,628486705.0,9498.31144424776,4057.1658102399006,439940691.0
Africa,Africa,COD,Democratic_Republic_of_the_Congo,COD,Democratic Republic of the Congo,COM,W,540,40373.0,809308799.0,924924341.0,578077702.0,60560.0,0.0,8114433.0,2312310841.0,839.407045308816,860.9920973998305,1503002043.0
Africa,Africa,COD,Democratic_Republic_of_the_Congo,COD,Democratic Republic of the Congo,IND,MCF,720,2824.0,77524829.0,55374878.0,88599809.0,2824.0,0.0,808059.0,221499531.0,1418.2959266556522,1096.4542240934898,143974687.0
Africa,Africa,COD,Democratic_Republic_of_the_Congo,COD,Democratic Republic of the Congo,IND,MUR,1440,87580.0,1423958221.0,949305474.0,2373263672.0,87580.0,0.0,24962420.0,4746527369.0,2804.4945599941334,1450.840666619663,3322569146.0
