REGION,ID_0,NAME_0,MACRO_TAXONOMY,TAXONOMY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON
Africa,AGO,Angola,MR|MCF,MCF+CL/LWAL/CDL+ERL/H:3-6/COM,204.0,100391823.0,25097955.0,0.0,0.0,0.0,182530.0,125489776.0,90642.0
Africa,AGO,Angola,MR|MCF,MCF+CL/LWAL/CDL+ERL/H:3-6/RES,1284.0,356735256.0,62953278.0,0.0,0.0,42938.0,870087.0,419688537.0,298899.0
Africa,AGO,Angola,MUR,MUR+CB/LWAL/CDN+ERN/H:1/COM,89413.0,4998646424.0,1249661599.0,0.0,0.0,0.0,11624758.0,6248308034.0,9798617.0
Africa,AGO,Angola,MUR,MUR+CB/LWAL/CDN+ERN/H:1/IND,18409.0,1295562300.0,431854100.0,0.0,0.0,0.0,4048632.0,1727416399.0,3256713.0
Africa,AGO,Angola,MUR,MUR+CB/LWAL/CDN+ERN/H:1/RES,1079906.0,13449924633.0,2373516113.0,0.0,0.0,4526873.0,64794295.0,15823440746.0,42026285.0
Africa,AGO,Angola,MUR,MUR+CB/LWAL/CDN+ERN/H:2/COM,44714.0,4998637920.0,1249659482.0,0.0,0.0,0.0,11624736.0,6248297400.0,9803846.0
Africa,AGO,Angola,MUR,MUR+CB/LWAL/CDN+ERN/H:2/IND,6145.0,942192338.0,314064113.0,0.0,0.0,0.0,2944352.0,1256256447.0,2369778.0
Africa,AGO,Angola,MUR,MUR+CB/LWAL/CDN+ERN/H:2/RES,1052904.0,22024250855.0,3886632501.0,0.0,0.0,4526863.0,106100658.0,25910883358.0,68851877.0
Africa,AGO,Angola,MUR,MUR+CB/LWAL/CDN+ERN/H:3/COM,1882.0,725189163.0,181297295.0,0.0,0.0,0.0,1686486.0,906486457.0,1423078.0
Africa,AGO,Angola,MUR,MUR+CB/LWAL/CDN+ERN/H:3/RES,14206.0,2005690206.0,353945329.0,0.0,0.0,476516.0,9662302.0,2359635545.0,6273238.0
Africa,AGO,Angola,MUR,MUR+CL/LWAL/CDN+ERN/H:1/COM,50898.0,2844953654.0,711238414.0,0.0,0.0,0.0,6616171.0,3556192066.0,4119009.0
Africa,AGO,Angola,MUR,MUR+CL/LWAL/CDN+ERN/H:1/IND,11685.0,822606439.0,274202147.0,0.0,0.0,0.0,2570645.0,1096808601.0,1481235.0
Africa,AGO,Angola,MUR,MUR+CL/LWAL/CDN+ERN/H:1/RES,614830.0,6452714574.0,1138714334.0,0.0,0.0,2577303.0,36889670.0,7591428913.0,16949316.0
Africa,AGO,Angola,MUR,MUR+CL/LWAL/CDN+ERN/H:2/COM,25449.0,2844952678.0,711238168.0,0.0,0.0,0.0,6616168.0,3556190845.0,4121333.0
Africa,AGO,Angola,MUR,MUR+CL/LWAL/CDN+ERN/H:2/IND,3898.0,598249263.0,199416424.0,0.0,0.0,0.0,1869526.0,797665686.0,1077897.0
Africa,AGO,Angola,MUR,MUR+CL/LWAL/CDN+ERN/H:2/RES,599462.0,10566319464.0,1864644615.0,0.0,0.0,2577294.0,60406839.0,12430964070.0,27769336.0
Africa,AGO,Angola,MUR,MUR+CL/LWAL/CDN+ERN/H:3/COM,1074.0,410577698.0,102644427.0,0.0,0.0,0.0,954830.0,513222129.0,595121.0
Africa,AGO,Angola,MUR,MUR+CL/LWAL/CDN+ERN/H:3/RES,8091.0,962185382.0,169797421.0,0.0,0.0,271319.0,5500755.0,1131982800.0,2530077.0
Africa,AGO,Angola,OT,INF/LN/CDN+ERN/H:1/EWV/RES,635768.0,4103727053.0,724187129.0,0.0,0.0,2665086.0,38146418.0,4827914178.0,509303.0
Africa,AGO,Angola,OT,MATO/LN/CDN+ERN/H:1/RES,93134.0,631061638.0,111363820.0,0.0,0.0,390405.0,5587904.0,742425457.0,2567417.0
Africa,AGO,Angola,OT,ME+MEO/LWAL/CDN+ERM/H:1/RES,465660.0,3155310102.0,556819428.0,0.0,0.0,1952000.0,27939540.0,3712129529.0,1090180.0
Africa,AGO,Angola,S,S+SL/LFM/CDL+ERL/H:1/IND,6370.0,699702023.0,233234017.0,0.0,0.0,0.0,1399402.0,932936030.0,477596.0
Africa,AGO,Angola,S,S+SL/LFM/CDL+ERL/H:2/IND,2129.0,508868578.0,169622864.0,0.0,0.0,0.0,1017738.0,678491440.0,347564.0
Africa,AGO,Angola,S,S/LFM/CDL+ERL/H:1/IND,9565.0,1053063349.0,351021117.0,0.0,0.0,0.0,2106126.0,1404084456.0,718791.0
Africa,AGO,Angola,S,S/LFM/CDL+ERL/H:2/IND,3185.0,765862563.0,255287521.0,0.0,0.0,0.0,1531726.0,1021150077.0,523103.0
Africa,AGO,Angola,W,W+WWD/LWAL/CDN+ERM/H:1/RES,411364.0,6567478117.0,1641869529.0,0.0,0.0,1724403.0,24681692.0,8209347648.0,329530.0
Africa,AGO,Angola,W,W+WWD/LWAL/CDN+ERM/H:2/RES,171890.0,4608960184.0,1152240045.0,0.0,0.0,739026.0,17321249.0,5761200231.0,231398.0
Africa,AGO,Angola,W,W/LWAL/CDL+ERM/H:1/COM,20257.0,1158758698.0,386252901.0,0.0,0.0,0.0,2633546.0,1545011587.0,502733.0
Africa,AGO,Angola,W,W/LWAL/CDL+ERM/H:1/RES,78349.0,1250947206.0,312736802.0,0.0,0.0,328448.0,4701267.0,1563684004.0,497223.0
Africa,AGO,Angola,W,W/LWAL/CDL+ERM/H:2/COM,10122.0,1158715496.0,386238499.0,0.0,0.0,0.0,2633445.0,1544953988.0,502951.0
Africa,AGO,Angola,W,W/LWAL/CDL+ERM/H:2/RES,76409.0,2048427780.0,512106947.0,0.0,0.0,328483.0,7698336.0,2560534725.0,814712.0
Africa,AGO,Angola,W,W/LWAL/CDL+ERM/H:3/COM,3384.0,668301532.0,222767172.0,0.0,0.0,0.0,1518865.0,891068718.0,290221.0
Africa,AGO,Angola,W,W/LWAL/CDL+ERM/H:3/RES,30531.0,1195774313.0,298943582.0,0.0,0.0,164191.0,4493918.0,1494717895.0,475888.0
Africa,BDI,Burundi,ADO|ST|E,E+ETO/LWAL/CDN+ERN/H:1/RES,149166.0,405393345.0,71540003.0,0.0,0.0,717398.0,8949998.0,476933343.0,799644.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOC/LWAL/CDN+ERN/H:1/COM,219.0,2224832.0,741612.0,0.0,0.0,0.0,27809.0,2966442.0,2359.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOC/LWAL/CDN+ERN/H:1/RES,6066.0,16495106.0,2910902.0,0.0,0.0,29186.0,364170.0,19406005.0,22369.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOC/LWAL/CDN+ERN/H:2/COM,98.0,2038913.0,679635.0,0.0,0.0,0.0,25484.0,2718550.0,2169.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOC/LWAL/CDN+ERN/H:2/RES,5917.0,26991947.0,4763284.0,0.0,0.0,29182.0,596085.0,31755226.0,36709.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOC/LWAL/CDN+ERN/H:3/RES,70.0,1962885.0,346389.0,0.0,0.0,2722.0,48096.0,2309273.0,2970.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOM/LWAL/CDN+ERN/H:1/COM,3790.0,39460308.0,13153435.0,0.0,0.0,0.0,493254.0,52613746.0,41857.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOM/LWAL/CDN+ERN/H:1/RES,100207.0,272347432.0,48061310.0,0.0,0.0,481952.0,6012700.0,320408746.0,369316.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOM/LWAL/CDN+ERN/H:2/COM,1896.0,39441990.0,13147332.0,0.0,0.0,0.0,493024.0,52589311.0,41960.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOM/LWAL/CDN+ERN/H:2/RES,97708.0,445967609.0,78700172.0,0.0,0.0,481967.0,9845774.0,524667776.0,606347.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOM/LWAL/CDN+ERN/H:3/COM,74.0,4897594.0,1632530.0,0.0,0.0,0.0,61219.0,6530125.0,5225.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO+MOM/LWAL/CDN+ERN/H:3/RES,1316.0,40608099.0,7166137.0,0.0,0.0,50754.0,896527.0,47774232.0,55357.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO/LWAL/CDN+ERN/H:1/COM,9372.0,97458002.0,32486000.0,0.0,0.0,0.0,1218225.0,129944003.0,103379.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO/LWAL/CDN+ERN/H:1/RES,834608.0,2268234105.0,400276602.0,0.0,0.0,4014015.0,50076525.0,2668510711.0,3075810.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO/LWAL/CDN+ERN/H:2/COM,4683.0,97457226.0,32485743.0,0.0,0.0,0.0,1218214.0,129942959.0,103679.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO/LWAL/CDN+ERN/H:2/RES,813740.0,3714232473.0,655452788.0,0.0,0.0,4014014.0,82000299.0,4369685266.0,5049944.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO/LWAL/CDN+ERN/H:3/COM,197.0,13606706.0,4535569.0,0.0,0.0,0.0,170083.0,18142275.0,14517.0
Africa,BDI,Burundi,ADO|ST|E,MUR+ADO/LWAL/CDN+ERN/H:3/RES,10983.0,338238191.0,59689092.0,0.0,0.0,422509.0,7467368.0,397927276.0,461086.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STDRE/LWAL/CDN+ERN/H:1/COM,30.0,1361211.0,453737.0,0.0,0.0,0.0,3402.0,1814950.0,1034.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STDRE/LWAL/CDN+ERN/H:1/IND,124.0,6360099.0,3424668.0,0.0,0.0,0.0,27654.0,9784770.0,8169.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STDRE/LWAL/CDN+ERN/H:1/RES,2714.0,45636083.0,8053427.0,0.0,0.0,13058.0,162988.0,53689511.0,38751.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STDRE/LWAL/CDN+ERN/H:2/COM,5.0,336128.0,112042.0,0.0,0.0,0.0,840.0,448170.0,256.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STDRE/LWAL/CDN+ERN/H:2/IND,46.0,4490627.0,2418032.0,0.0,0.0,0.0,19526.0,6908656.0,5777.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STDRE/LWAL/CDN+ERN/H:2/RES,2649.0,74724348.0,13186648.0,0.0,0.0,13051.0,266870.0,87910998.0,63526.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STDRE/LWAL/CDN+ERN/H:3/RES,35.0,6035409.0,1065072.0,0.0,0.0,1225.0,21556.0,7100477.0,5135.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STRUB/LWAL/CDN+ERN/H:1/COM,201.0,10337946.0,3445982.0,0.0,0.0,0.0,25843.0,13783930.0,7857.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STRUB/LWAL/CDN+ERN/H:1/IND,807.0,40791575.0,21964694.0,0.0,0.0,0.0,177355.0,62756267.0,52402.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STRUB/LWAL/CDN+ERN/H:1/RES,17800.0,138863954.0,24505405.0,0.0,0.0,85606.0,1068183.0,163369358.0,253973.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STRUB/LWAL/CDN+ERN/H:2/COM,100.0,10483911.0,3494639.0,0.0,0.0,0.0,26209.0,13978546.0,7979.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STRUB/LWAL/CDN+ERN/H:2/IND,262.0,29442540.0,15853678.0,0.0,0.0,0.0,128011.0,45296221.0,37876.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STRUB/LWAL/CDN+ERN/H:2/RES,17356.0,227390217.0,40127684.0,0.0,0.0,85633.0,1749154.0,267517898.0,416363.0
Africa,BDI,Burundi,ADO|ST|E,MUR+STRUB/LWAL/CDN+ERN/H:3/RES,236.0,20689937.0,3651165.0,0.0,0.0,8987.0,159154.0,24341103.0,37931.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:1/COM,5.0,194499.0,34324.0,0.0,0.0,0.0,695.0,228824.0,344.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:1/IND,97.0,6998973.0,2332991.0,0.0,0.0,0.0,19998.0,9331966.0,9845.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:1/RES,814.0,11244759.0,1984371.0,0.0,0.0,3911.0,48889.0,13229128.0,16760.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:2/COM,12.0,868497.0,153265.0,0.0,0.0,0.0,3102.0,1021763.0,1538.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:2/IND,32.0,3366241.0,1122082.0,0.0,0.0,0.0,9618.0,4488322.0,4739.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:2/RES,2784.0,64409152.0,11366322.0,0.0,0.0,13714.0,280040.0,75775472.0,96064.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:3/COM,7.0,802193.0,141564.0,0.0,0.0,0.0,2865.0,943757.0,1422.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:3/RES,2217.0,75008880.0,13236859.0,0.0,0.0,13641.0,326123.0,88245741.0,111951.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:4-7/COM,1.0,208936.0,36871.0,0.0,0.0,0.0,746.0,245807.0,371.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:4-7/RES,101.0,22492951.0,3969343.0,0.0,0.0,5885.0,97795.0,26462296.0,33642.0
Africa,BDI,Burundi,CR-,CR/LFINF/CDL+ERL/H:>7/RES,23.0,6358694.0,1122122.0,0.0,0.0,1770.0,27646.0,7480817.0,9525.0
Africa,BDI,Burundi,CR-,CR/LWAL/CDL+ERL/H:1/RES,10.0,111799.0,19729.0,0.0,0.0,49.0,485.0,131528.0,197.0
Africa,BDI,Burundi,CR-,CR/LWAL/CDL+ERL/H:2/RES,37.0,919560.0,162277.0,0.0,0.0,198.0,3997.0,1081835.0,1629.0
Africa,BDI,Burundi,CR-,CR/LWAL/CDL+ERL/H:3/RES,30.0,915621.0,161581.0,0.0,0.0,168.0,3980.0,1077203.0,1625.0
Africa,BDI,Burundi,MR|MCF,MCF+CB/LWAL/CDL+ERL/H:1/RES,107.0,1513167.0,267030.0,0.0,0.0,518.0,6578.0,1780196.0,2586.0
Africa,BDI,Burundi,MR|MCF,MCF+CB/LWAL/CDL+ERL/H:2/RES,105.0,2427725.0,428422.0,0.0,0.0,514.0,10555.0,2856145.0,4154.0
Africa,BDI,Burundi,MR|MCF,MCF+CL/LWAL/CDL+ERL/H:1/COM,42.0,1423644.0,355910.0,0.0,0.0,0.0,5084.0,1779554.0,2519.0
Africa,BDI,Burundi,MR|MCF,MCF+CL/LWAL/CDL+ERL/H:1/IND,82.0,5774942.0,1924977.0,0.0,0.0,0.0,16500.0,7699924.0,8123.0
Africa,BDI,Burundi,MR|MCF,MCF+CL/LWAL/CDL+ERL/H:1/RES,3339.0,46066110.0,8129313.0,0.0,0.0,16061.0,200287.0,54195426.0,68655.0
Africa,BDI,Burundi,MR|MCF,MCF+CL/LWAL/CDL+ERL/H:2/COM,15.0,1051449.0,262861.0,0.0,0.0,0.0,3756.0,1314312.0,1862.0
Africa,BDI,Burundi,MR|MCF,MCF+CL/LWAL/CDL+ERL/H:2/IND,23.0,2454804.0,818269.0,0.0,0.0,0.0,7014.0,3273074.0,3457.0
Africa,BDI,Burundi,MR|MCF,MCF+CL/LWAL/CDL+ERL/H:2/RES,3253.0,75386127.0,13303435.0,0.0,0.0,16045.0,327765.0,88689562.0,112434.0
Africa,BDI,Burundi,MR|MCF,MCF+CL/LWAL/CDL+ERL/H:3-6/RES,89.0,13760906.0,2428395.0,0.0,0.0,3390.0,59831.0,16189301.0,20553.0
