REGION,ID_0,NAME_0,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON
Africa,TGO,Togo,2171833.0,28819522057.0,6166054667.0,0.0,0.0,9721613.0,183113143.0,34985576712.0,40045270.0
Africa,TUN,Tunisia,3109159.0,95083071764.0,19005852016.0,0.0,0.0,12348560.0,316274595.0,114088923794.0,122367944.0
Africa,TZA,Tanzania,15080186.0,242822302170.0,48768343999.0,0.0,0.0,70545768.0,1328507729.0,291590646243.0,384652116.0
Africa,UGA,Uganda,11839963.0,154744104851.0,31860902026.0,0.0,0.0,51384903.0,1006811583.0,186605006894.0,167021326.0
Africa,ZAF,South Africa,20114754.0,748773969267.0,152950931491.0,0.0,0.0,64747324.0,1882951341.0,901724900771.0,850252344.0
Africa,ZMB,Zambia,4264778.0,61358069509.0,11597151409.0,0.0,0.0,21913896.0,363236944.0,72955220891.0,121922394.0
Africa,ZWE,Zimbabwe,4482150.0,71513982757.0,13673626968.0,0.0,0.0,16950787.0,362556511.0,85187609673.0,102270905.0
Caribbean_Central_America,ABW,Aruba,25397.0,14996937110.0,3724202092.0,0.0,0.0,108144.0,14006667.0,18721139199.0,2613235.0
Caribbean_Central_America,AIA,Anguilla,4995.0,1447901130.0,277548417.0,0.0,0.0,14730.0,1671926.0,1725449554.0,606513.0
Caribbean_Central_America,ATG,Antigua and Barbuda,32038.0,8754309094.0,1935235622.0,0.0,0.0,94208.0,10325817.0,10689544712.0,2389466.0
Caribbean_Central_America,BHS,Bahamas,114069.0,81235836270.0,18254699213.0,0.0,0.0,354795.0,64671511.0,99490535482.0,18343284.0
Caribbean_Central_America,BLZ,Belize,66347.0,6772039964.0,1400310310.0,0.0,0.0,422926.0,10580463.0,8172350263.0,4235643.0
Caribbean_Central_America,BRB,Barbados,109855.0,18920137003.0,3866621857.0,0.0,0.0,282632.0,18726765.0,22786758836.0,7194485.0
Caribbean_Central_America,CRI,Costa Rica,1572056.0,134615533941.0,27603244868.0,0.0,0.0,5144902.0,210932459.0,162218778807.0,74294087.0
Caribbean_Central_America,CUB,Cuba,3431851.0,110547010355.0,24139712020.0,0.0,0.0,10937215.0,420030750.0,134686722450.0,164612206.0
Caribbean_Central_America,CYM,Cayman Islands,15787.0,33381062001.0,6310089340.0,0.0,0.0,75847.0,19656492.0,39691151352.0,7206548.0
Caribbean_Central_America,DMA,Dominica,21358.0,4161541046.0,788798937.0,0.0,0.0,65866.0,5171640.0,4950339973.0,2173368.0
Caribbean_Central_America,DOM,Dominican Republic,3396716.0,362102828568.0,74015763015.0,0.0,0.0,11520477.0,516016214.0,436118591669.0,217262747.0
Caribbean_Central_America,GLP,Guadeloupe,154179.0,63288212491.0,11907671674.0,0.0,0.0,373790.0,41033965.0,75195884169.0,16333613.0
Caribbean_Central_America,GRD,Grenada,40877.0,9996206181.0,1997914454.0,0.0,0.0,117306.0,14051853.0,11994120636.0,5763140.0
Caribbean_Central_America,GTM,Guatemala,5042916.0,265358886527.0,53377665494.0,0.0,0.0,18680349.0,519010946.0,318736551418.0,223315953.0
Caribbean_Central_America,HND,Honduras,2524497.0,132345428175.0,29441989743.0,0.0,0.0,10867092.0,338093507.0,161787417958.0,106654661.0
Caribbean_Central_America,HTI,Haiti,2860419.0,69414632727.0,16910351918.0,0.0,0.0,11906099.0,195395284.0,86324984570.0,45984948.0
Caribbean_Central_America,JAM,Jamaica,1017656.0,85799312233.0,18511189319.0,0.0,0.0,2837069.0,117428791.0,104310501534.0,45728701.0
Caribbean_Central_America,KNA,Saint Kitts and Nevis,18111.0,5693519957.0,1102063572.0,0.0,0.0,46919.0,6342661.0,6795583533.0,2501936.0
Caribbean_Central_America,LCA,Saint Lucia,58643.0,12689181615.0,2413245397.0,0.0,0.0,180149.0,15085730.0,15102427005.0,6284124.0
Caribbean_Central_America,MSR,Montserrat,8866.0,1824433868.0,349894249.0,0.0,0.0,4358.0,2401542.0,2174328123.0,935041.0
Caribbean_Central_America,MTQ,Martinique,112496.0,48089717627.0,9157500220.0,0.0,0.0,340441.0,30669648.0,57247217853.0,11826607.0
Caribbean_Central_America,NIC,Nicaragua,1533961.0,49169831193.0,11754148376.0,0.0,0.0,6689823.0,136417816.0,60923979560.0,42388867.0
Caribbean_Central_America,PAN,Panama,1146450.0,139357946457.0,28916163666.0,0.0,0.0,4503152.0,183222022.0,168274110110.0,71487383.0
Caribbean_Central_America,PRI,Puerto Rico,1402560.0,525698745538.0,270026157688.0,423218682690.0,102480050688.0,3156183.0,306286497.0,795724903244.0,107398318.0
Caribbean_Central_America,SLV,El Salvador,2493015.0,188378395066.0,34492974266.0,0.0,0.0,6365499.0,319788443.0,222871369324.0,150881851.0
Caribbean_Central_America,TCA,Turks and Caicos Islands,72926.0,37038466023.0,7126374361.0,0.0,0.0,46854.0,25516729.0,44164840384.0,10005775.0
Caribbean_Central_America,TTO,Trinidad and Tobago,437256.0,40797886564.0,8989891985.0,0.0,0.0,1511151.0,56140973.0,49787778567.0,21196066.0
Caribbean_Central_America,VCT,Saint Vincent and the Grenadines,33765.0,6944569920.0,1423204542.0,0.0,0.0,99924.0,10520163.0,8367774472.0,3480917.0
Caribbean_Central_America,VGB,British Virgin Islands,10279.0,12393175439.0,2869819152.0,0.0,0.0,39731.0,6760331.0,15262994592.0,2189941.0
Caribbean_Central_America,VIR,U.S. Virgin Islands,42347.0,18724971564.0,12045875475.0,14896081430.0,3828889774.0,72153.0,12118361.0,30770847028.0,4414025.0
Central_Asia,KAZ,Kazakhstan,2951228.0,234539824036.0,51906306985.0,0.0,0.0,20843757.0,430235888.0,286446131047.0,212914058.0
Central_Asia,KGZ,Kyrgyzstan,943364.0,43824886702.0,8510285484.0,0.0,0.0,7279156.0,159796479.0,52335171675.0,60612921.0
Central_Asia,TJK,Tajikistan,1463922.0,34395957851.0,6583166995.0,0.0,0.0,10498994.0,149180574.0,40979120774.0,56047337.0
Central_Asia,TKM,Turkmenistan,675681.0,37607531150.0,8878977727.0,0.0,0.0,7618846.0,115576806.0,46486508871.0,55709907.0
Central_Asia,UZB,Uzbekistan,5805607.0,313497961565.0,62481143225.0,0.0,0.0,37053431.0,821685722.0,375979104767.0,347344345.0
East_Asia,CHN,China,243991324.0,34098530442346.0,7437099775801.0,0.0,0.0,1416096098.0,73140085972.0,41535630214112.0,32798099261.0
East_Asia,HKG,Hong Kong,41646.0,1252167976623.0,233581721229.0,0.0,0.0,7046093.0,587322766.0,1485749697820.0,271910376.0
East_Asia,JPN,Japan,37546441.0,15095742059475.0,3807888993432.0,0.0,0.0,123103478.0,7911552175.0,18903631052647.0,2339009886.0
East_Asia,KOR,South Korea,8723634.0,3137772387625.0,693255767724.0,0.0,0.0,51667041.0,2660603400.0,3831028155372.0,1242037913.0
East_Asia,MAC,Macao,5027.0,115528044500.0,22138668970.0,0.0,0.0,638651.0,75522341.0,137666713446.0,35825217.0
East_Asia,PRK,North Korea,2799884.0,108729615275.0,20077687708.0,0.0,0.0,26570993.0,526928257.0,128807302989.0,229529767.0
East_Asia,TWN,Taiwan,3999283.0,1760511304158.0,343604644722.0,0.0,0.0,23112586.0,1276788800.0,2104115948855.0,591737112.0
Europe,ALB,Albania,706621.0,31000612204.0,6216052032.0,0.0,0.0,2771507.0,82123012.0,37216664250.0,29065017.0
Europe,AND,Andorra,21213.0,7955871730.0,1807899296.0,0.0,0.0,82902.0,5320352.0,9763771010.0,2062886.0
Europe,AUT,Austria,2479246.0,974095314866.0,191514806805.0,0.0,0.0,9113574.0,597024110.0,1165610121690.0,214655299.0
Europe,BEL,Belgium,4138921.0,1095298245443.0,260583125849.0,0.0,0.0,11758600.0,771509003.0,1355881371147.0,283130338.0
Europe,BGR,Bulgaria,2334370.0,266677350069.0,63290826401.0,0.0,0.0,6714564.0,471761631.0,329968176356.0,163500359.0
Europe,BIH,Bosnia and Herzegovina,1209049.0,56745284385.0,11450129011.0,0.0,0.0,3140100.0,154888263.0,68195413356.0,54058210.0
Europe,BLR,Belarus,2106063.0,177820182740.0,37473914595.0,0.0,0.0,8997601.0,399085643.0,215294097330.0,139375041.0
Europe,CHE,Switzerland,1927306.0,3839691295542.0,807260441202.0,0.0,0.0,8964732.0,1114141152.0,4646951736851.0,364679068.0
Europe,CYP,Cyprus,306421.0,95037698582.0,20778673322.0,0.0,0.0,910339.0,91049881.0,115816371810.0,30935245.0
Europe,CZE,Czechia,2571641.0,618686766698.0,142285236424.0,0.0,0.0,10609234.0,550749682.0,760972003060.0,200529819.0
Europe,DEU,Germany,21148914.0,11172395765066.0,2527239625345.0,0.0,0.0,84075064.0,5399586365.0,13699635390723.0,1699921995.0
Europe,DNK,Denmark,1793539.0,976907757026.0,220709793402.0,0.0,0.0,6002507.0,466538532.0,1197617550484.0,164896474.0
Europe,ESP,Spain,10876019.0,3669772546365.0,741231425056.0,0.0,0.0,47889285.0,3021234063.0,4411003971300.0,1060700638.0
Europe,EST,Estonia,268609.0,82132129243.0,20616509753.0,0.0,0.0,1344236.0,69938681.0,102748639018.0,23415147.0
Europe,FIN,Finland,1554533.0,643791289438.0,164101838793.0,0.0,0.0,5623308.0,325527510.0,807893128206.0,102084199.0
Europe,FRA,France,16395368.0,7099546690579.0,1533150934977.0,0.0,0.0,66648657.0,4408853393.0,8632697625034.0,1563064916.0
Europe,GBR,United Kingdom,16356800.0,5801571348830.0,1253172932730.0,0.0,0.0,69551333.0,2997315589.0,7054744281528.0,1103625757.0
Europe,GIB,Gibraltar,5742.0,3828338956.0,821644965.0,0.0,0.0,40127.0,1614915.0,4649983921.0,604535.0
Europe,GRC,Greece,3604695.0,708996135565.0,140947471140.0,0.0,0.0,9938838.0,660862241.0,849943606660.0,229947288.0
Europe,HRV,Croatia,1842219.0,217622297900.0,43256974950.0,0.0,0.0,3848155.0,224857855.0,260879272845.0,79688659.0
Europe,HUN,Hungary,3050441.0,480447123196.0,110067650515.0,0.0,0.0,9632264.0,529640374.0,590514773642.0,193174077.0
Europe,IMN,Isle of Man,21467.0,10347432468.0,2223746881.0,0.0,0.0,84119.0,5369696.0,12571179346.0,2159450.0
Europe,IRL,Ireland,2117129.0,548304555367.0,121243668270.0,0.0,0.0,5308029.0,299813130.0,669548223678.0,108591193.0
Europe,ISL,Iceland,78252.0,78223065972.0,18340606964.0,0.0,0.0,398264.0,25494783.0,96563672887.0,9380835.0
Europe,ITA,Italy,13621932.0,6277035784757.0,1304320491726.0,0.0,0.0,59146230.0,4823407304.0,7581356271937.0,1707827925.0
Europe,LIE,Liechtenstein,18418.0,12345349546.0,2757362792.0,0.0,0.0,40127.0,4535919.0,15102712349.0,1743979.0
Europe,LTU,Lithuania,676074.0,169671517217.0,46994479289.0,0.0,0.0,2830149.0,172015691.0,216665996616.0,57376619.0
Europe,LUX,Luxembourg,158777.0,116860042413.0,26321170722.0,0.0,0.0,680459.0,50891674.0,143181213126.0,18697955.0
Europe,LVA,Latvia,416080.0,107628905569.0,26378110262.0,0.0,0.0,1853555.0,101551184.0,134007015786.0,33590334.0
Europe,MCO,Monaco,10150.0,9929883754.0,1987800947.0,0.0,0.0,38344.0,2852157.0,11917684701.0,1069665.0
Europe,MDA,Moldova,837806.0,46345602341.0,9538852609.0,0.0,0.0,2600116.0,98939266.0,55884454896.0,35098973.0
Europe,MKD,North Macedonia,605403.0,36624658154.0,7826726819.0,0.0,0.0,1811703.0,88320573.0,44451384934.0,30959413.0
Europe,MLT,Malta,122930.0,39192359215.0,8482101950.0,0.0,0.0,545401.0,32764384.0,47674461186.0,11857981.0
Europe,MNE,Montenegro,183126.0,22260921126.0,4684552146.0,0.0,0.0,632701.0,30521615.0,26945473273.0,11074789.0
Europe,NLD,Netherlands,5697379.0,2527947709002.0,577726896927.0,0.0,0.0,18346823.0,1525323897.0,3105674605879.0,552241012.0
Europe,NOR,Norway,1904656.0,1300631016746.0,307044190772.0,0.0,0.0,5572965.0,438754257.0,1607675207630.0,117732218.0
Europe,POL,Poland,7957638.0,1561307756913.0,358360528637.0,0.0,0.0,38140911.0,1531443068.0,1919668285675.0,562685992.0
Europe,PRT,Portugal,4128766.0,1112153922527.0,218434087232.0,0.0,0.0,10411877.0,906102760.0,1330588009612.0,302901673.0
Europe,ROU,Romania,6348743.0,428078250236.0,92614384149.0,0.0,0.0,18908620.0,784391740.0,520692634063.0,262854264.0
Europe,SRB,Serbia,2532246.0,198969797657.0,42390219460.0,0.0,0.0,6689049.0,336937208.0,241360017160.0,114597078.0
Europe,SVK,Slovakia,1273137.0,325874608762.0,76418754046.0,0.0,0.0,5474879.0,300717119.0,402293362612.0,105745971.0
Europe,SVN,Slovenia,584845.0,116605440477.0,24395455321.0,0.0,0.0,2117068.0,103551257.0,141000895685.0,36615860.0
Europe,SWE,Sweden,2750465.0,1447419831771.0,364085172169.0,0.0,0.0,10656639.0,704426774.0,1811505003854.0,218210290.0
Europe,TUR,Türkiye,10101463.0,1431892409749.0,285512859034.0,0.0,0.0,87685588.0,3629436542.0,1717405286753.0,1271219190.0
Europe,UKR,Ukraine,13885396.0,927569450349.0,202599891392.0,0.0,0.0,38980378.0,1846431302.0,1130169341703.0,668771354.0
Europe,XKX,Kosovo,342683.0,23401875541.0,5111413850.0,0.0,0.0,1647761.0,52742208.0,28513289387.0,18847979.0
Middle_East,ARE,United Arab Emirates,836157.0,388245622161.0,70046197398.0,0.0,0.0,11345998.0,334231942.0,458291819578.0,139468556.0
Middle_East,ARM,Armenia,660194.0,51835243405.0,10211185063.0,0.0,0.0,2952368.0,109839983.0,62046428393.0,54067732.0
Middle_East,AZE,Azerbaijan,1646247.0,116818964679.0,23557541888.0,0.0,0.0,10397650.0,284288548.0,140376506679.0,134383019.0
Middle_East,BHR,Bahrain,289300.0,63582049427.0,12535858915.0,0.0,0.0,1643336.0,70580099.0,76117908347.0,31660132.0
Middle_East,GEO,Georgia,943780.0,64498706545.0,13098174255.0,0.0,0.0,3753570.0,155867729.0,77596880818.0,76790853.0
Middle_East,IRN,Iran,17523493.0,792125812347.0,184299181894.0,0.0,0.0,92417685.0,3601254479.0,976424994259.0,1425409624.0
Middle_East,IRQ,Iraq,7541780.0,406486891314.0,84322762953.0,0.0,0.0,47020774.0,1052139020.0,490809654227.0,515881501.0
Middle_East,ISR,Israel,1335494.0,745144840778.0,139485437154.0,0.0,0.0,9517187.0,448681140.0,884630277976.0,204629003.0
Middle_East,JOR,Jordan,1428301.0,295238461590.0,58348664523.0,0.0,0.0,11520688.0,408370418.0,353587126151.0,161039899.0
Middle_East,KWT,Kuwait,738542.0,103029507979.0,18861344732.0,0.0,0.0,5026075.0,173128899.0,121890852708.0,75449957.0
Middle_East,LBN,Lebanon,578152.0,185315549716.0,36582426580.0,0.0,0.0,5849421.0,217607272.0,221897976275.0,87105199.0
Middle_East,OMN,Oman,1367902.0,110267091292.0,20182196545.0,0.0,0.0,5494683.0,247417226.0,130449287846.0,104707071.0
Middle_East,PSE,Palestine,620112.0,129838253530.0,23803525546.0,0.0,0.0,5329808.0,217213463.0,153641779084.0,85754721.0
Middle_East,QAT,Qatar,353956.0,135601556218.0,25798894884.0,0.0,0.0,3115878.0,115410204.0,161400451035.0,48819931.0
Middle_East,SAU,Saudi Arabia,3425992.0,1223303584846.0,227436342017.0,0.0,0.0,34566316.0,1302070560.0,1450739926841.0,559012675.0
Middle_East,SYR,Syria,3714758.0,172430529348.0,35835797956.0,0.0,0.0,25618945.0,733693448.0,208266327323.0,300805957.0
Middle_East,YEM,Yemen,5942130.0,156770327413.0,36042297218.0,0.0,0.0,41773879.0,773770922.0,192812624672.0,286007690.0
North_America,CAN,Canada,10824369.0,3278763587875.0,807589529915.0,0.0,0.0,40048564.0,1761129214.0,4086353134170.0,509252066.0
North_America,MEX,Mexico,23849261.0,4364787250405.0,883614662796.0,0.0,0.0,128509635.0,5942549986.0,5248401911450.0,1987203249.0
North_America,USA,United States,121433228.0,63133655358857.0,41835995620425.0,49795841022714.0,13337813172347.0,325390468.0,30398134146.0,104969650979345.0,7013258337.0
North_Asia,MNG,Mongolia,528772.0,15482566239.0,3860530344.0,0.0,0.0,3517096.0,36944505.0,19343096404.0,13290358.0
North_Asia,RUS,Russia,19203226.0,3439511781596.0,715408861877.0,0.0,0.0,143997495.0,6791816621.0,4154920643470.0,3069995598.0
Oceania,ASM,American Samoa,14027.0,5396467807.0,2932884004.0,4147886025.0,1248581690.0,44367.0,3068341.0,8329351812.0,1113908.0
Oceania,AUS,Australia,9587723.0,7043466755408.0,1198425574416.0,0.0,0.0,26471264.0,3867913502.0,8241892329279.0,1140686522.0
Oceania,COK,Cook Islands,11025.0,2412815354.0,629531144.0,0.0,0.0,13261.0,2334395.0,3042346502.0,735436.0
Oceania,FJI,Fiji,227529.0,15304125766.0,3027556325.0,0.0,0.0,933153.0,17526665.0,18331682090.0,5400312.0
Oceania,FSM,Federated States of Micronesia,31469.0,1844878901.0,472276705.0,0.0,0.0,105563.0,1766230.0,2317155606.0,511350.0
Oceania,GUM,Guam,38056.0,23405499363.0,14855263574.0,18331698973.0,5073799779.0,126029.0,12644887.0,38260762957.0,4455840.0
Oceania,KIR,Kiribati,57353.0,2095969167.0,526149346.0,0.0,0.0,136486.0,1866472.0,2622118512.0,302417.0
Oceania,MHL,Marshall Islands,10533.0,1122042563.0,286659378.0,0.0,0.0,36282.0,1092220.0,1408701946.0,416059.0
Oceania,MNP,Northern Mariana Islands,9464.0,5923666241.0,4527474986.0,4613266264.0,1310399849.0,41461.0,3176537.0,10451141227.0,1250471.0
Oceania,NCL,New Caledonia,69460.0,13863611754.0,2622941121.0,0.0,0.0,295336.0,8463115.0,16486552877.0,3020760.0
Oceania,NIU,Niue,1529.0,270512373.0,69459444.0,0.0,0.0,1822.0,189694.0,339971819.0,45267.0
Oceania,NRU,Nauru,3186.0,569089171.0,151030628.0,0.0,0.0,12022.0,543390.0,720119796.0,213063.0
Oceania,NZL,New Zealand,2544128.0,1076281030671.0,278647725285.0,0.0,0.0,5334217.0,564221893.0,1354928746989.0,122289963.0
Oceania,PLW,Palau,9703.0,1993867286.0,473219520.0,0.0,0.0,17662.0,1657174.0,2467086801.0,655068.0
Oceania,PNG,Papua New Guinea,2554364.0,70822539262.0,16301059290.0,0.0,0.0,10762817.0,166434977.0,87123598542.0,15436511.0
Oceania,SLB,Solomon Islands,175736.0,14508340194.0,4132403493.0,0.0,0.0,838649.0,22163444.0,18640743683.0,3043081.0
Oceania,TON,Tonga,31078.0,4008029479.0,1036987955.0,0.0,0.0,103742.0,5705903.0,5045017428.0,2060550.0
Oceania,TUV,Tuvalu,2847.0,255903293.0,65260939.0,0.0,0.0,9492.0,236315.0,321164231.0,100762.0
Oceania,VUT,Vanuatu,80951.0,6520737129.0,1691923879.0,0.0,0.0,335168.0,8620514.0,8212661008.0,2484472.0
Oceania,WSM,Samoa,51605.0,7774760617.0,1941063578.0,0.0,0.0,219301.0,8697520.0,9715824192.0,2971219.0
South_America,ARG,Argentina,12086218.0,747518568858.0,155791408629.0,0.0,0.0,45851382.0,1313957748.0,903309984934.0,535041342.0
South_America,BOL,Bolivia,3510323.0,82492879685.0,19121959922.0,0.0,0.0,12581841.0,296350280.0,101614839579.0,89006134.0
South_America,BRA,Brazil,67820153.0,4141812466263.0,870329480622.0,0.0,0.0,212811231.0,11579693822.0,5012141947129.0,4763250628.0
South_America,CHL,Chile,4410735.0,804123346027.0,170000652612.0,0.0,0.0,19859938.0,720607193.0,974123999187.0,261428993.0
South_America,COL,Colombia,9839614.0,688841004676.0,143861211731.0,0.0,0.0,53111200.0,2198007262.0,832702219931.0,908943709.0
South_America,ECU,Ecuador,3997940.0,382764956936.0,76370425014.0,0.0,0.0,16891854.0,674517991.0,459135381643.0,277079300.0
South_America,GUF,French Guiana,38712.0,6915977894.0,1474885440.0,0.0,0.0,313642.0,5641656.0,8390863329.0,2098641.0
South_America,GUY,Guyana,163131.0,5846728918.0,1412037304.0,0.0,0.0,835988.0,15051669.0,7258765303.0,3301800.0
South_America,PER,Peru,8702024.0,697299782801.0,139359862739.0,0.0,0.0,34209078.0,1286412370.0,836659645443.0,515146275.0
South_America,PRY,Paraguay,941687.0,49131356896.0,10075377425.0,0.0,0.0,7013082.0,123653178.0,59206733530.0,51616996.0
South_America,SUR,Suriname,54777.0,1999053116.0,510924342.0,0.0,0.0,639849.0,5663251.0,2509977534.0,2300479.0
South_America,URY,Uruguay,541238.0,80669034484.0,16470793233.0,0.0,0.0,3384689.0,76337731.0,97139824528.0,32129104.0
South_America,VEN,Venezuela,7392111.0,230967196792.0,54483936550.0,0.0,0.0,28516893.0,731272450.0,285451169240.0,279429308.0
South_Asia,AFG,Afghanistan,6899312.0,69582880541.0,13238888201.0,0.0,0.0,43844112.0,670033705.0,82821768761.0,185043059.0
South_Asia,BGD,Bangladesh,32441560.0,166659461064.0,31490929812.0,0.0,0.0,175686907.0,1214307758.0,198150398568.0,386334577.0
South_Asia,BTN,Bhutan,202179.0,4542210728.0,854711957.0,0.0,0.0,796678.0,56438020.0,5396922692.0,18455559.0
